,Dataset,Impute method,Model-based imputation,Package,Percent data missing,Score (AUC)
381,HeartDisease,MICE,Y,sklearn,0.94,0.9187586382661712
382,HeartDisease,Expectation Maximization,Y,impyute,0.94,0.9238215199427549
383,HeartDisease,Missing Forest,Y,missingpy,0.94,0.9200770459825324
384,HeartDisease,K-Nearest Neighbors,Y,sklearn,0.96,0.9297016341179576
385,HeartDisease,MICE,Y,sklearn,0.96,0.9294033660287316
386,HeartDisease,Expectation Maximization,Y,impyute,0.96,0.9291246565027332
387,HeartDisease,Missing Forest,Y,missingpy,0.96,0.9240589886266956
388,HeartDisease,K-Nearest Neighbors,Y,sklearn,0.98,0.921906901773067
389,HeartDisease,MICE,Y,sklearn,0.98,0.9215698725150198
390,HeartDisease,Expectation Maximization,Y,impyute,0.98,0.9177355541444829
391,HeartDisease,Missing Forest,Y,missingpy,0.98,0.9216333707810286
392,Titanic,K-Nearest Neighbors,Y,sklearn,0.02,0.8322745764972656
393,Titanic,MICE,Y,sklearn,0.02,0.8322995865012671
394,Titanic,Expectation Maximization,Y,impyute,0.02,0.8321661998132587
395,Titanic,Missing Forest,Y,missingpy,0.02,0.8465219421101774
396,Titanic,K-Nearest Neighbors,Y,sklearn,0.04,0.8557112068965518
397,Titanic,MICE,Y,sklearn,0.04,0.8567639257294429
398,Titanic,Expectation Maximization,Y,impyute,0.04,0.8608670424403183
399,Titanic,Missing Forest,Y,missingpy,0.04,0.888246021220159
400,Titanic,K-Nearest Neighbors,Y,sklearn,0.06,0.8272958505120361
401,Titanic,MICE,Y,sklearn,0.06,0.8231314004521878
402,Titanic,Expectation Maximization,Y,impyute,0.06,0.8252759675488762
403,Titanic,Missing Forest,Y,missingpy,0.06,0.8498719909562441
404,Titanic,K-Nearest Neighbors,Y,sklearn,0.08,0.8167488420738084
405,Titanic,MICE,Y,sklearn,0.08,0.8164832245961784
406,Titanic,Expectation Maximization,Y,impyute,0.08,0.8177864103458007
407,Titanic,Missing Forest,Y,missingpy,0.08,0.8465561033916031
408,Titanic,K-Nearest Neighbors,Y,sklearn,0.1,0.8495200026759433
409,Titanic,MICE,Y,sklearn,0.1,0.8471952769601284
410,Titanic,Expectation Maximization,Y,impyute,0.1,0.8486837704040674
411,Titanic,Missing Forest,Y,missingpy,0.1,0.8682265185978058
412,Titanic,K-Nearest Neighbors,Y,sklearn,0.12,0.8411387663364689
413,Titanic,MICE,Y,sklearn,0.12,0.8412053608590693
414,Titanic,Expectation Maximization,Y,impyute,0.12,0.8437526013485391
415,Titanic,Missing Forest,Y,missingpy,0.12,0.8628236077582622
416,Titanic,K-Nearest Neighbors,Y,sklearn,0.14,0.8395805702917772
417,Titanic,MICE,Y,sklearn,0.14,0.8440981432360743
418,Titanic,Expectation Maximization,Y,impyute,0.14,0.843236074270557
419,Titanic,Missing Forest,Y,missingpy,0.14,0.8756051061007958
420,Titanic,K-Nearest Neighbors,Y,sklearn,0.16,0.8466435185185186
421,Titanic,MICE,Y,sklearn,0.16,0.8517582380174291
422,Titanic,Expectation Maximization,Y,impyute,0.16,0.8464648011982572
423,Titanic,Missing Forest,Y,missingpy,0.16,0.8588558687363834
424,Titanic,K-Nearest Neighbors,Y,sklearn,0.18,0.8240041893868866
425,Titanic,MICE,Y,sklearn,0.18,0.8270381699694108
426,Titanic,Expectation Maximization,Y,impyute,0.18,0.8247024205346456
427,Titanic,Missing Forest,Y,missingpy,0.18,0.8591235536640508
428,Titanic,K-Nearest Neighbors,Y,sklearn,0.2,0.8278972078082528
429,Titanic,MICE,Y,sklearn,0.2,0.8290915081130055
430,Titanic,Expectation Maximization,Y,impyute,0.2,0.8281360678692036
431,Titanic,Missing Forest,Y,missingpy,0.2,0.8400296515937732
432,Titanic,K-Nearest Neighbors,Y,sklearn,0.22,0.826744966442953
433,Titanic,MICE,Y,sklearn,0.22,0.8387751677852351
434,Titanic,Expectation Maximization,Y,impyute,0.22,0.8216023489932887
435,Titanic,Missing Forest,Y,missingpy,0.22,0.8365604026845637
436,Titanic,K-Nearest Neighbors,Y,sklearn,0.24,0.8487332214765101
437,Titanic,MICE,Y,sklearn,0.24,0.8407885906040269
438,Titanic,Expectation Maximization,Y,impyute,0.24,0.8475251677852349
439,Titanic,Missing Forest,Y,missingpy,0.24,0.8543875838926174
440,Titanic,K-Nearest Neighbors,Y,sklearn,0.26,0.8238688711325528
441,Titanic,MICE,Y,sklearn,0.26,0.8290031324857196
442,Titanic,Expectation Maximization,Y,impyute,0.26,0.8242206476037323
443,Titanic,Missing Forest,Y,missingpy,0.26,0.8462401795735129
444,Titanic,K-Nearest Neighbors,Y,sklearn,0.28,0.8202114376092566
445,Titanic,MICE,Y,sklearn,0.28,0.8205527345375844
446,Titanic,Expectation Maximization,Y,impyute,0.28,0.8223424623324731
447,Titanic,Missing Forest,Y,missingpy,0.28,0.8335053691833847
448,Titanic,K-Nearest Neighbors,Y,sklearn,0.3,0.8586373883276279
449,Titanic,MICE,Y,sklearn,0.3,0.8556065792769475
450,Titanic,Expectation Maximization,Y,impyute,0.3,0.8535860399098272
451,Titanic,Missing Forest,Y,missingpy,0.3,0.8810219587542791
452,Titanic,K-Nearest Neighbors,Y,sklearn,0.32,0.8334887205527346
453,Titanic,MICE,Y,sklearn,0.32,0.8261217014900525
454,Titanic,Expectation Maximization,Y,impyute,0.32,0.825280945642221
455,Titanic,Missing Forest,Y,missingpy,0.32,0.8421127112295014
456,Titanic,K-Nearest Neighbors,Y,sklearn,0.34,0.8223257291945408
457,Titanic,MICE,Y,sklearn,0.34,0.8301361386138614
458,Titanic,Expectation Maximization,Y,impyute,0.34,0.8258044554455446
459,Titanic,Missing Forest,Y,missingpy,0.34,0.8422113326197485
460,Titanic,K-Nearest Neighbors,Y,sklearn,0.36,0.8473889257294429
461,Titanic,MICE,Y,sklearn,0.36,0.8495606763925729
462,Titanic,Expectation Maximization,Y,impyute,0.36,0.8380553713527851
463,Titanic,Missing Forest,Y,missingpy,0.36,0.8488395225464191
464,Titanic,K-Nearest Neighbors,Y,sklearn,0.38,0.8490324511238198
465,Titanic,MICE,Y,sklearn,0.38,0.8420168905439552
466,Titanic,Expectation Maximization,Y,impyute,0.38,0.8469211331294055
467,Titanic,Missing Forest,Y,missingpy,0.38,0.8426984971405772
468,Titanic,K-Nearest Neighbors,Y,sklearn,0.4,0.8419412905012462
469,Titanic,MICE,Y,sklearn,0.4,0.8332958321794517
470,Titanic,Expectation Maximization,Y,impyute,0.4,0.8264850456937136
471,Titanic,Missing Forest,Y,missingpy,0.4,0.8332179451675435
472,Titanic,K-Nearest Neighbors,Y,sklearn,0.42,0.8302445062398264
473,Titanic,MICE,Y,sklearn,0.42,0.8282352143244709
474,Titanic,Expectation Maximization,Y,impyute,0.42,0.8194604584915899
475,Titanic,Missing Forest,Y,missingpy,0.42,0.8410455100379816
476,Titanic,K-Nearest Neighbors,Y,sklearn,0.44,0.8526255238721341
477,Titanic,MICE,Y,sklearn,0.44,0.8512449667187115
478,Titanic,Expectation Maximization,Y,impyute,0.44,0.8446873202399542
479,Titanic,Missing Forest,Y,missingpy,0.44,0.8579587476374394
480,Titanic,K-Nearest Neighbors,Y,sklearn,0.46,0.8350423502734428
481,Titanic,MICE,Y,sklearn,0.46,0.8313492063492063
482,Titanic,Expectation Maximization,Y,impyute,0.46,0.853624783246632
483,Titanic,Missing Forest,Y,missingpy,0.46,0.8532913165266107
484,Titanic,K-Nearest Neighbors,Y,sklearn,0.48,0.8455572175257559
485,Titanic,MICE,Y,sklearn,0.48,0.845540411085528
486,Titanic,Expectation Maximization,Y,impyute,0.48,0.8450866371993748
487,Titanic,Missing Forest,Y,missingpy,0.48,0.8548007596510984
488,Titanic,K-Nearest Neighbors,Y,sklearn,0.5,0.8088082901554404
489,Titanic,MICE,Y,sklearn,0.5,0.8135819247430561
490,Titanic,Expectation Maximization,Y,impyute,0.5,0.7997366856366261
491,Titanic,Missing Forest,Y,missingpy,0.5,0.7939437696424021
492,Titanic,K-Nearest Neighbors,Y,sklearn,0.52,0.8597390417269976
493,Titanic,MICE,Y,sklearn,0.52,0.8556173489535343
494,Titanic,Expectation Maximization,Y,impyute,0.52,0.8584720942477294
495,Titanic,Missing Forest,Y,missingpy,0.52,0.8494471501908648
496,Titanic,K-Nearest Neighbors,Y,sklearn,0.54,0.8293214064358343
497,Titanic,MICE,Y,sklearn,0.54,0.8332244501398729
498,Titanic,Expectation Maximization,Y,impyute,0.54,0.8311640450943933
499,Titanic,Missing Forest,Y,missingpy,0.54,0.8291957719818416
500,Titanic,K-Nearest Neighbors,Y,sklearn,0.56,0.8455952560430172
501,Titanic,MICE,Y,sklearn,0.56,0.8396736854448298
502,Titanic,Expectation Maximization,Y,impyute,0.56,0.8363066820778263
503,Titanic,Missing Forest,Y,missingpy,0.56,0.8326549072817729
504,Titanic,K-Nearest Neighbors,Y,sklearn,0.58,0.8333139099309081
505,Titanic,MICE,Y,sklearn,0.58,0.8341213685174395
506,Titanic,Expectation Maximization,Y,impyute,0.58,0.8340298010488637
507,Titanic,Missing Forest,Y,missingpy,0.58,0.8303005077832348
508,Titanic,K-Nearest Neighbors,Y,sklearn,0.6,0.8428145467946463
509,Titanic,MICE,Y,sklearn,0.6,0.8456873879759452
510,Titanic,Expectation Maximization,Y,impyute,0.6,0.8472033770541233
511,Titanic,Missing Forest,Y,missingpy,0.6,0.8322947551803273
512,Titanic,K-Nearest Neighbors,Y,sklearn,0.62,0.8444268180679636
513,Titanic,MICE,Y,sklearn,0.62,0.85065542289388
514,Titanic,Expectation Maximization,Y,impyute,0.62,0.8528262503131001
515,Titanic,Missing Forest,Y,missingpy,0.62,0.8381063705435418
516,Titanic,K-Nearest Neighbors,Y,sklearn,0.64,0.8503978779840848
517,Titanic,MICE,Y,sklearn,0.64,0.8420755968169761
518,Titanic,Expectation Maximization,Y,impyute,0.64,0.8466594827586207
519,Titanic,Missing Forest,Y,missingpy,0.64,0.8652602785145889
520,Titanic,K-Nearest Neighbors,Y,sklearn,0.66,0.8259131656408885
521,Titanic,MICE,Y,sklearn,0.66,0.8222504682900723
522,Titanic,Expectation Maximization,Y,impyute,0.66,0.8212888011774151
523,Titanic,Missing Forest,Y,missingpy,0.66,0.8319173133529569
524,Titanic,K-Nearest Neighbors,Y,sklearn,0.68,0.8452635804120953
525,Titanic,MICE,Y,sklearn,0.68,0.829249732405673
526,Titanic,Expectation Maximization,Y,impyute,0.68,0.8392259834091517
527,Titanic,Missing Forest,Y,missingpy,0.68,0.8455813486754079
528,Titanic,K-Nearest Neighbors,Y,sklearn,0.7,0.8266711063015068
529,Titanic,MICE,Y,sklearn,0.7,0.8261050528594024
530,Titanic,Expectation Maximization,Y,impyute,0.7,0.8293931574128027
531,Titanic,Missing Forest,Y,missingpy,0.7,0.8278365104470158
532,Titanic,K-Nearest Neighbors,Y,sklearn,0.72,0.8349355473017259
533,Titanic,MICE,Y,sklearn,0.72,0.8243054738575822
534,Titanic,Expectation Maximization,Y,impyute,0.72,0.8307087275844104
535,Titanic,Missing Forest,Y,missingpy,0.72,0.8322801297457185
536,Titanic,K-Nearest Neighbors,Y,sklearn,0.74,0.8439702753025667
537,Titanic,MICE,Y,sklearn,0.74,0.8372290198164649
538,Titanic,Expectation Maximization,Y,impyute,0.74,0.8416095890410958
539,Titanic,Missing Forest,Y,missingpy,0.74,0.8368965287937226
540,Titanic,K-Nearest Neighbors,Y,sklearn,0.76,0.8379672021976192
541,Titanic,MICE,Y,sklearn,0.76,0.8470490302172646
542,Titanic,Expectation Maximization,Y,impyute,0.76,0.8518188628985266
543,Titanic,Missing Forest,Y,missingpy,0.76,0.8383084991259468
544,Titanic,K-Nearest Neighbors,Y,sklearn,0.78,0.843334576776994
545,Titanic,MICE,Y,sklearn,0.78,0.8488876831253392
546,Titanic,Expectation Maximization,Y,impyute,0.78,0.8498033098209441
547,Titanic,Missing Forest,Y,missingpy,0.78,0.8517108654367879
548,Titanic,K-Nearest Neighbors,Y,sklearn,0.8,0.8288024689276018
549,Titanic,MICE,Y,sklearn,0.8,0.826264397861612
550,Titanic,Expectation Maximization,Y,impyute,0.8,0.8282881090105739
551,Titanic,Missing Forest,Y,missingpy,0.8,0.8302022024723005
552,Titanic,K-Nearest Neighbors,Y,sklearn,0.82,0.8368204697986578
553,Titanic,MICE,Y,sklearn,0.82,0.8407214765100671
554,Titanic,Expectation Maximization,Y,impyute,0.82,0.8351426174496644
555,Titanic,Missing Forest,Y,missingpy,0.82,0.8315436241610739
556,Titanic,K-Nearest Neighbors,Y,sklearn,0.84,0.8529807820188855
557,Titanic,MICE,Y,sklearn,0.84,0.8530805293257082
558,Titanic,Expectation Maximization,Y,impyute,0.84,0.8630552600079797
559,Titanic,Missing Forest,Y,missingpy,0.84,0.8533714589706077
560,Titanic,K-Nearest Neighbors,Y,sklearn,0.86,0.8340169401093771
561,Titanic,MICE,Y,sklearn,0.86,0.8387938508736827
562,Titanic,Expectation Maximization,Y,impyute,0.86,0.8437208216619981
563,Titanic,Missing Forest,Y,missingpy,0.86,0.8476974122982526
564,Titanic,K-Nearest Neighbors,Y,sklearn,0.88,0.8335303421293598
565,Titanic,MICE,Y,sklearn,0.88,0.8260467826521268
566,Titanic,Expectation Maximization,Y,impyute,0.88,0.8294680762507284
567,Titanic,Missing Forest,Y,missingpy,0.88,0.8327395321734787
568,Titanic,K-Nearest Neighbors,Y,sklearn,0.9,0.8251094276094276
569,Titanic,MICE,Y,sklearn,0.9,0.829949494949495
570,Titanic,Expectation Maximization,Y,impyute,0.9,0.8333333333333334
571,Titanic,Missing Forest,Y,missingpy,0.9,0.8318265993265993
572,Titanic,K-Nearest Neighbors,Y,sklearn,0.92,0.8118617374005305
573,Titanic,MICE,Y,sklearn,0.92,0.8144313660477454
574,Titanic,Expectation Maximization,Y,impyute,0.92,0.820407824933687
575,Titanic,Missing Forest,Y,missingpy,0.92,0.8154260610079576
576,Titanic,K-Nearest Neighbors,Y,sklearn,0.94,0.8062023420479303
577,Titanic,MICE,Y,sklearn,0.94,0.8177508850762527
578,Titanic,Expectation Maximization,Y,impyute,0.94,0.8056491693899782
579,Titanic,Missing Forest,Y,missingpy,0.94,0.8191295615468409
580,Titanic,K-Nearest Neighbors,Y,sklearn,0.96,0.8489354596309594
581,Titanic,MICE,Y,sklearn,0.96,0.8470986056608499
582,Titanic,Expectation Maximization,Y,impyute,0.96,0.852650914252317
583,Titanic,Missing Forest,Y,missingpy,0.96,0.8528846956666944
584,Titanic,K-Nearest Neighbors,Y,sklearn,0.98,0.8299412751677852
585,Titanic,MICE,Y,sklearn,0.98,0.8183640939597315
586,Titanic,Expectation Maximization,Y,impyute,0.98,0.8198322147651007
587,Titanic,Missing Forest,Y,missingpy,0.98,0.8191107382550336
